Nr.,Comment in English,Spam / Ham,Polarity,Likes,Replies
3562.0,lol it all makes sense now.,spam,positive,0,0
3563.0,"This will never happen. Way to expensive to do any sort of tunneling as it is, now add the hundreds of different routes this idea presents.
 I see this way too much with these ideas, they ignore the financing and engineering problems that arise from something like this.",spam,negative,336,29
3564.0,you would be dead in earthquake,spam,negative,0,0
3565.0,One tiny earthquake and tons would be dead,spam,negative,0,0
3566.0,"Dued it's just cars 

Sees futuristic stuff



WOAH",spam,neutral,0,0
3567.0,fUUUuuuuuuuutuuurrrrre,spam,neutral,0,0
3568.0,"Its crazy how one day this may be something our children or grandchildren will consider normal.
The world is changing fast, grab your ass and enjoy the ride...",spam,neutral,323,6
3569.0,all it takes is 1 earthquake to be back at square 1,spam,neutral,0,0
3570.0,This would cost thousands to build. Impossible.,spam,negative,0,0
3571.0,i think we should give some use to dead people. cemeteries should generate eletricity.,spam,neutral,0,0
3572.0,Extremely expensive,spam,negative,0,0
3573.0,Do you want a war with the molemen because this is how you start a war with the molemen.,spam,negative,0,0
3574.0,This is definitely not boring.,spam,neutral,0,0
3575.0,"so this is his 
Tunnel vision?? 
#freekodak",spam,neutral,0,0
3576.0,"But... Just use a metro, then. Why use cars?...",spam,neutral,0,0
3577.0,LLoll cars again i see,spam,neutral,0,0
3578.0,Lol this will never happen,spam,negative,1,0
3579.0,soo underground hyperloop tesla's ?,spam,neutral,2,0
3580.0,"Utterly unaffordable at the scale shown. Besides, texting Americans are doing to stumble into the openings
 and sue any involved parties into oblivion.",ham,negative,0,0
3581.0,delusional,spam,negative,0,0
3582.0,omg,spam,neutral,0,0
3583.0,shout out to Dubai to be the only city that can do this,spam,neutral,16,0
3584.0,What city is this? How can I live there?,spam,neutral,0,0
3585.0,"Love the concept, but the won't you get sued by everyone who dies down there if an earthquake 
happens or will you be charging a fee to use the boring system and have it say they can not sue you if such an event happens?",ham,positive,0,0
3586.0,no internet under ground,ham,neutral,0,0
3587.0,"This is like trying to invent the Internet in 1903. A million things have to happen for this to come close to reality. 
But an amazing idea. Perhaps certain baby steps are possible. If Elon Musk wants to tackle mass transportation, I think focusing on the Hyperloop would give a much better ROI.",spam,neutral,0,0
3588.0,"nope not a good idea, looks way to expensive too",spam,negative,0,0
3589.0,"imma just say this is stupid and how this will never happen just because society is so stupid and cannot respect any part of this. 
but then it's Elon Musk so i might be the one looking stupid with this comment. either way tbh don't see it happening, and even if it does it won't catch on.",spam,negative,0,0
3590.0,"lmao Seattle can't even build ONE tunnel ONLY 2 miles long without it taking 4 years. 

i don't see a complex highway system happening ANYTIME soon",spam,neutral,0,0
3591.0,"In theory it's nice, but if this came into production I would be concerned of the strength of the

 Earth's surface above tunnels. I would expect some frequent sinkholes.",ham,neutral,0,0
3592.0,So it's a car....for your car....?,spam,neutral,0,0
3593.0,"This is almost impossible to integrate.  City's where this would be useful, like New York, have subway tunnels, 
utility lines, and a ton of other things under ground.  Not to mention the dozens of faults this could have and be unnoticeable because your moving so fast, even if you had a worker check.",ham,negative,0,0
3594.0,"Why do I get a feeling that Elon is trolling, seems like a way to get to underground water on Mars.",spam,negative,65,3
3595.0,"funny thing.
this wont happen.
think about how much money it cost to make something like this and how much money the world is in debt by. 
in the 60 they thought we have flying cars. trust me, nothing not really going to change for another 200 years",spam,negative,1,1
3596.0,People who pour the milk in before the cereal are annoying.,spam,negative,0,0
3597.0,From an idea to something revolutionary,spam,neutral,0,0
3598.0,I'm bored.,spam,negative,1,0
3599.0,"Just saying that this idea will probably cause a lot of sink holes to happen, which will in turn cause alot in damages.
 Sink holes happen when there is an underground cave  but over time water run off seeps in. Water then breaks down most of the limestone within the caves and collapses, bringing down the top of the land. This seems cool and I would love it but realistically this will create a lot of problems. As a geography student please look into the downsides before you waste a lot of money and cause a lot of sink holes",ham,neutral,261,31
3600.0,"You didn't know that boring also is also defined as ""to hollow out a tunnel""",spam,neutral,0,0
3601.0,"Better eliminate cars.... or make tunnels above ground! What about earthquake, weather disasters, terror atack, malfunction etc in the tunnels?
",ham,negative,0,0
3602.0,"But, like, what about the giant fucking holes left in the street for anyone to drive/fall into? It seems like 
Elon Musk's real agenda is to get rid of blind people.",ham,negative,1,0
3603.0,shortly after this will be under ground cities to compensate for the boring roads. did any one catch that I'll see myself out...,spam,neutral,0,0
3604.0,This will be great for new cities.. Because it will be really hard to implement it in current cities.,ham,positive,0,0
3605.0,He will only allow Tesla's to use this form of transportation. Tesla will be the #1 car brand.,spam,neutral,0,0
3607.0,Woah when is the time frame for its release any idea?,spam,neutral,0,0
3608.0,How would this be efficient?,spam,neutral,0,0
3609.0,lol you'd have to dig up the whole city to even think about doing this,spam,neutral,0,0
3610.0,very innovative,spam,neutral,0,0
3611.0,Too dystopian for my taste,spam,neutral,1,1
3612.0,What happens during an earthquake?,ham,neutral,0,0
3613.0,What if a crash happens underground,ham,neutral,0,0
3614.0,"Stupid idea,",spam,negative,0,0
3615.0,"Soooo Elon is basically that guy in tomorrow land? Or a grown up Dexter....
just gets to come up with something random and make bank off of it? yeah I'm jelly...",spam,neutral,0,0
3616.0,"This is incredible, but couldn't help imagine what would happen to the people in these tunnels if an earthquake hit.

Underground car networks seem cool but I'd rather fly a vehicle.
Prefer to die from a crash landing rather than stuck 50 feet below ground in a tunnel.",spam,neutral,0,0
3617.0,can anybody talk about the cover photo of the home page,spam,neutral,0,0
3618.0,All the road ways should be under ground. Elon Musk never stops amazing me!,spam,positive,39,2
3619.0,Ok m8,spam,neutral,0,0
3620.0,Is there idiot-profing to prevent someone from getting out of their car in the tunnel?,ham,neutral,0,0
3621.0,"great now we'll be hearing much more disasters like ""today five tunnels collapsed killing two families and a dog.""",spam,neutral,0,0
3622.0,That's gona cost bare money 💰.,spam,neutral,0,0
3623.0,This reminds me of Monsters Inc,spam,neutral,0,0
3624.0,The future is beautiful,spam,positive,0,0
3625.0,imagine reving your car in there 😩😩💦💦,spam,neutral,0,0
3626.0,and exactly how long would it take to develop that underground infrastructure?,spam,neutral,0,0
3627.0,This is gonna real in Dubai very skin,spam,neutral,0,0
3628.0,when you thought his tweet was a just a joke but he really is doing it. I'll never doubt Elon Musk,spam,positive,0,0
3629.0,"lowkey this is the coolest idea ever, it would be so quiet on the surface and it saves gas",spam,positive,0,0
3630.0,"Why not let the self-driving cars self-drive themselves (maybe give them a line to follow?) 
and eliminate the need for the extra carrying device? It seems like a completely unnecessary component, just have a simple elevator instead and require self-driving in the tunnel so there aren't crashes.",ham,neutral,0,0
3631.0,"wt heck no your going to increase more crime u dumb people and stop playing with gods world
 he is watching you scientist people!!!!!!!!STOP MAJING MORE STUFF",spam,negative,0,0
3632.0,Elon Musk is my hero,spam,positive,0,0
3633.0,just Imagine all the construction,spam,neutral,0,0
3634.0,What's the point of cars then,spam,neutral,0,0
3635.0,"He did it, he actually did it. The absolute madman",spam,neutral,0,0
3636.0,Oh my god he actually did this. I remember the tweets about it. This is hilarious,spam,positive,1,0
3637.0,this is from a movie right? this is crrrazy!,spam,negative,0,0
3638.0,oh no the dwellers of the underworld will take over,spam,negative,0,0
3639.0,not a good idea....,spam,negative,0,1
3640.0,Looks kinda boring to me....,spam,negative,0,0
3641.0,Cool idea however...If it got stuck or jammed or stopped down there...I'd freak,spam,neutral,0,0
3642.0,"I hope I'm not driving along and a car just pops up outta the ground and kills me. 
Its hard enough driving this fucked up. That shits scary YO!",spam,negative,0,0
3643.0,Nathan for you,spam,neutral,0,0
3644.0,"rofl. that much underground digging, it would be more practical to build a super efficient underground train system.",spam,neutral,0,0
3645.0,"Subway systems would be a better use of your time. Each of these cars is going to fit like 5 people tops, vs. thousands on a single train.Electric trains are far more energy efficient because of the weight to passenger ratio.You can manage a subway system easily with cheap, off-the-shelf 
computer technology. The system in the video is going to require some 
kind of advanced supercomputer to handle merging, ingress and egress, 
etc...What's pictured doesn't solve traffic, it makes it worse. If 
everyone has to drive to get to the tunnel entrances you're going to be 
stuck in traffic waiting to get in and out.If tunneling is orders of magnitude cheaper, suddenly there can 
be a subway line within walking distance of everything important in an 
urban core, and you don't need  a car for the last mile 
problem. From an urban planning perspective, a car-free or car-lite 
streetscape is much healthier for pedestrians, and in turn better for 
retail economies in the urban core.I forgot the most important part. MAINTENANCE COSTS. A more
 complex system is going to break more and it's going to be harder to 
fix when it does break. What's more complex? The system in this video? 
Or a railroad?Credit to /u/old_gold_mountain",ham,neutral,0,0
3646.0,You want the events of i robot to unfold. Cause this is how you get i robot to happen,spam,neutral,0,0
3647.0,"Repeat after me ""We will build this for trains""... #ProblemActuallySolved",spam,neutral,0,0
3648.0,"Woah look at those graphics
Is this that one thing called the real life?
Suck it Xbox",spam,neutral,1,1
3649.0,Are we just going to ignore the possibility of earthquakes.,spam,neutral,0,0
3650.0,Elon Musk will take the earths core hostage wake up steeple!!!,spam,neutral,0,0
3651.0,Less feasible than Hyperloop and it's not feasible at all,spam,neutral,0,0
3652.0,For Rich people I guess since it's telsa,spam,neutral,0,0
3653.0,One of the first!!!!! ...thousand...,spam,neutral,0,0
3654.0,great idea...many flaws.,spam,neutral,0,0
3655.0,FUCK... that is crazy,spam,negative,0,0
3656.0,"what about the big hole in the ground, once the car goes down?",ham,neutral,0,0
3657.0,WHOA!!!,spam,neutral,0,0
3658.0,Well improve subway system first.  one step at a time,spam,neutral,0,0
3660.0,honestly Elon should make underground highway system for semi trucks.,spam,neutral,0,0
3661.0,This is actually an interesting idea lol,spam,positive,0,0
3662.0,This will never happen,spam,negative,1,0
3663.0,awesome,spam,positive,0,0
3664.0,Fuck it all.,spam,negative,0,0
3665.0,What are we? fucking moles??,spam,neutral,0,0
3666.0,and you thought toll roads were expensive,spam,neutral,0,0
3667.0,what about the poor mole people? :(,spam,negative,0,0
3668.0,Don't Read my Profile Name,spam,neutral,0,0
3669.0,This is expensive and useless. Creates a solution to a problem that doesn't exist. People are so gullible thinking this is the future lol,spam,negative,0,0
3670.0,* Brazilians say hello *,spam,neutral,0,0
3671.0,WOOW a idea and plan Walt Disney had for Epcot from 60 years ago in a computer animation super siked,spam,neutral,2,0
3672.0,Looks awesome but people are still going to fuck this up somehow,spam,neutral,0,0
3673.0,I love elon musk. He is a genius,spam,positive,0,0
3674.0,NO WAY,spam,negative,0,0
3675.0,somehow putting deep tubes underground where thousands if not millions of people will be sounds great! Earthquakes?,spam,neutral,0,0
3676.0,Elon Musk is a visionary.,spam,neutral,0,0
3677.0,"That's great and all, but what the hell happens if I'm in this damn tunnel and a earthquake hits ?",spam,neutral,0,0
3678.0,Dude I wouldn't even be surprised if he pulls this off,spam,neutral,0,0
3679.0,Will this be another hyperloop ?,spam,neutral,0,0
3680.0,What happens if someone opens the door while it still is going 124 mph?,ham,neutral,0,0
3681.0,Is that a Model 3 Coupe at 0:50 or am I tripping?,spam,neutral,1,0
3682.0,"Elon Musk you better fucking do this shit bro I hope I live long enough to see Witness and experience something 
like this is that is the most fucking amazing shit I have ever seen fuck those floating trains on a magnet that go 200 miles an hour this shit is out of this world",spam,positive,0,0
3683.0,"It looks cool, but is it safe to build underground tunnels under a metropolis? Could the city collapse?",spam,neutral,0,0
3684.0,"HELLL NAWWW! what if the car is loose or gets loose, and all the cars have a chain reaction at 125 MPH!?",ham,negative,0,1
3685.0,What fills the wholes after going down to the tunnel?,ham,neutral,0,0
3686.0,All of the roads better be made out of plastic. Everything is earthquake proof right?!,spam,neutral,0,0
3687.0,This is horrifying,spam,negative,0,0
3688.0,I fail to see how this is practical,spam,negative,0,0
3689.0,yes please,spam,positive,0,0
3690.0,"Fuck yeah tunnels, tunnels everywhere!",spam,neutral,0,0
3692.0,This is fucking GENIUS!!!!,spam,positive,0,0
3693.0,I can see people fucking it up and ruining it for everyone else,spam,negative,0,0
3694.0,This is not real just an illusion.,spam,negative,0,0
3695.0,"This is interesting. An exclusive tunnel I'm guessing, for Tesla cars, to get to other areas at high speeds.",spam,positive,0,0
3696.0,until an earthquake traps everyone underground,spam,neutral,0,0
3697.0,Great Idea but so many issues,spam,neutral,0,0
3698.0,"Man i hope this happens,, I'm so effing tired of LA traffic",spam,positive,0,0
3699.0,Fuck reality. Who needs it when you have CGI?,spam,negative,0,0
3700.0,Yea Right,spam,neutral,1,0
3701.0,this doesnt seem logical to me....,spam,neutral,0,1
3702.0,This is cool,spam,positive,0,0
3703.0,It's all fun and games till we get a baby earthquake and fuck it all up,spam,negative,0,0
3704.0,wtf is this??!,spam,negative,0,0
3705.0,it would be nice but how much would it cost a person,spam,neutral,0,0
3706.0,And then an earthquake happens,spam,neutral,0,0
3707.0,"it's like if you're waiting to have fun on the most amazing ride ever... But if this one breaks down... 
you could be fired from work because you were late 3 hours due to a hydraulic failure in the ""fun"" loop!",spam,neutral,0,0
3708.0,no gas will be wasted,spam,neutral,0,0
3709.0,I want an earthquake now,spam,neutral,0,0
3710.0,Imagine a earthquake? Your pretty much done,spam,neutral,0,0
3711.0,Elon Musk is playing world tycoon with our world,spam,neutral,0,0
3712.0,"when your name is Elon, but you know you wont be close to as smart as Elon Musk",spam,neutral,0,0
3713.0,"There's no way, right?",spam,neutral,0,0
3714.0,autistic elon makes another attempt for government funding,spam,neutral,0,0
3715.0,how is this concept environmental friendly?,spam,neutral,0,0
3716.0,epic.,spam,positive,0,0
3717.0,"yeah then you would have tons of people waiting to use the plat forms to go under ground
causing massive traffic",spam,neutral,1,0
3718.0,Why not make a subway instead another car for a car wtf,spam,neutral,0,0
3719.0,its a good idea until an earthquake happens...,spam,neutral,0,0
3720.0,Mmm that background music.,spam,neutral,1,0
3721.0,"I can't wait to the future,  lucky kids on the future",spam,positive,0,0
3722.0,We need this shit in LA!,spam,neutral,3,2
3723.0,Yawn,spam,negative,1,0
3724.0,"1:03 Shows the background of LA
I'm sure traffic sucks so bad there that they need this technology",spam,neutral,1,1
3725.0,"I will upload a video at 1,000 SUBS!",spam,neutral,1,0
3726.0,Fuuuuutteerrrrr!!!!!,spam,neutral,0,0
3727.0,When ur Uber is 50 feet below you,spam,neutral,0,0
3728.0,It is 100% official now: Elon is Space Dad. He has reached cosmic levels of dad jokes by spending millions on it.,spam,neutral,0,0
3729.0,That shit is kinda scary,spam,negative,1,0
3730.0,Would be a bitch if an earthquake happens,spam,negative,0,0
3731.0,Jst remember I was here,spam,neutral,0,0
3732.0,"Elon musk is the only person on this damned planet that makes stuff happen, we need more people like him",spam,neutral,1,0
3733.0,Daddy,spam,neutral,0,0
3735.0,"Where are they gonna find a way to build an underground travel infrastructure?  Most services are underground i.e.
 sewage, electrical, communication, etc.  Theres no place for this.  Especially in a metropolis.",spam,neutral,0,0
3736.0,Its taking 7 years to dig a mile tunnel underground in San Francisco.,spam,neutral,1,1
3737.0,What about the gutters and earthquakes and where will the rain water go? So many questions.,ham,neutral,0,0
3738.0,This is taking the driving out of driving,spam,neutral,0,0
3739.0,won't happen America.,spam,negative,0,0
3740.0,Unrealistic.,spam,negative,1,0
3741.0,Cars driving cars,spam,neutral,0,0
3742.0,Im gonna give that a never-gonna-happen / 10,spam,neutral,0,0
3743.0,sick ass foo,spam,negative,0,0
3744.0,Two words: earthquakes and hackers,ham,neutral,0,0
3745.0,And all it takes is one good earthquake and a lot of people are dead or trapped,spam,neutral,0,0
3746.0,"This needs serious reconsideration about what happens while the car is going down. 
Another car or people can fall in the ditch. It should have been like a pit stop separate area that is accessible from the main road but not part of it. If this is not a joke then future is doomed.",ham,neutral,0,0
3747.0,Looks like in the future the greedy bastards from Tesla will make their cars cheaper for everyone !,spam,negative,0,0
3748.0,Hey I would reAlly like to reach 50 subs,spam,neutral,0,0
3749.0,what is this?,spam,neutral,0,0
3750.0,DA FUKEN ONE PERCENT DUDE!,spam,neutral,0,0
3751.0,"Looks cool but will it be effective? The sheer amount of tunnels you'll need to dig to make this work seems as 
if you won't end up reducing a lot of traffic. After all, there will still be a wait to get into the underground tunnels, which is effectively the modern equivalent of a traffic light.",ham,neutral,0,0
3752.0,The Future! This gives me Minority Report and iRobot vibes. So cool!,spam,positive,0,0
3753.0,"Cool, but insanely impractical lol",spam,neutral,0,0
3754.0,Movie Minority Report is Elon Musk Bible. Everything from car manufacturing to this is copied from there.,spam,neutral,0,0
3755.0,where's the car jackers?,spam,neutral,0,0
3756.0,Why aren't we funding this?,spam,neutral,0,0
3757.0,traffic jams at the entrances would be insanely huge,ham,negative,0,0
3758.0,"Theoretically it's cool but then you have to compensate for sewage pipes, caves, fault lines, weaker rock, etc....",spam,neutral,1,0
3759.0,"I'm a huge Elon fan...this is cool, but impractical.",spam,positive,0,0
3760.0,and Elon does it again!,spam,neutral,0,0
3761.0,"Look at all these people in the comments coming up with potential problems and criticizing this system. 
Dont you think Elon Musk and his team of HIGHLY trained engineers thought all this through before proposing it to the world.  i think they would smart enough not to embarrass themselves. plus Elon is known for making the impossible happen.  so chill out lol",spam,neutral,202,24
3762.0,Much wow.. such boring,spam,neutral,1,0
3763.0,This IS only a concept video. Of course it won't be a perfect representation.,spam,neutral,0,0
3764.0,"If anyone could make me believe this isn't satire, it's Elon Musk.",spam,neutral,0,0
3765.0,The future?,spam,neutral,0,0
3766.0,"I can finally pay $50,000 for a car that functions as a $5 subway ticket. The future looks good, real good.",spam,neutral,0,0
3767.0,"What do you think of the glass bus thing?
Is that a private or public vehicle? I haven't seen anything like that before. Could that be a concept for the future of teslas inner city autonomous bus network? It somewhat features in the video, but maybe I'm looking into it too much.",ham,neutral,0,1
3768.0,The future awaits...,spam,neutral,0,0
3769.0,wow man,spam,neutral,0,0
3770.0,YASS,spam,neutral,0,0
3771.0,Tunnel vision,spam,neutral,0,0
3772.0,"I think this is a terrible idea, also looks automated by computer, looks like a hacker thriller movie plot waiting to happen",spam,negative,0,0
3773.0,"..and  they have been digging over here in Hawthorne by the SpaceX HQ.  cant wait for this.... 
Epic! Silicon Beach to the rest of the SouthLand is going to be fully connected..",spam,positive,0,0
3774.0,put a super charger on every lift so i can charge my electric car,ham,neutral,5,2
3775.0,"Two questions.

1. How are these going to hold up in an 8+ earthquake 

2. If I have the mineral rights to my property what's the incentive for me to allow this across? Eminent domain only works if the end product is for the good of all (taking my land then slapping a toll road on it is just bad form)",ham,neutral,0,0
3776.0,Pffttt... gophers have been doing this for millenia. This is BORING! We need something new and innovative.,spam,negative,0,0
3777.0,lol 6.5 earthquake and ur dead af,spam,negative,0,0
3778.0,LA and NY could def use this!,spam,positive,1,0
3779.0,"Utterly useless concept. And a money pit to invest in.

-How the hell would we manage to make tunnel systems that long and extravagant without decades of work and planning
-If all cars were automated it would end traffic and drastically reduce accidents leaving this plan useless
-The dangers are endless. 
-Why the fuck would you want a subway for cars",spam,negative,0,0
3780.0,electric cars only. no ice or hybrid cars allowed due to air quality concerns 😎,spam,neutral,0,0
3781.0,Elon keeps stealing my ideas!!!,spam,negative,0,0
3782.0,but i am not have.car,spam,neutral,0,0
3783.0,Yea but the wait time in line would only be about 8 years,spam,neutral,0,0
3784.0,Good luck with that.,spam,positive,1,0
3785.0,Looking forward to it! Keep it up guys.,spam,positive,0,0
3786.0,This is not gonna be possible for the long time.,spam,neutral,0,0
3787.0,how is this boring?,spam,neutral,0,0
3788.0,Well I'm a pioneer in boring tunnels since Cities:Skylines came out in 2015.,spam,neutral,0,0
3789.0,i think this shit is the dum,spam,negative,0,0
3790.0,Amber can ruin the whole thing.,spam,negative,0,0
3791.0,These are fake tunnels!,spam,negative,0,0
3792.0,it will never happen,spam,negative,0,0
3793.0,marking my spot.,spam,neutral,0,0
3794.0,I think a cheaper solution would be to stop having fucking kids!!! For like 5 years then we'll be fine,spam,neutral,0,0
3795.0,"make this becomes real, okay?",spam,neutral,0,0
3796.0,"""The ones who are crazy enough to think that they can change the world, are the ones who do."" -Steve Jobs",spam,neutral,0,0
3797.0,"Should only take 1,000 years for this to happen.",spam,neutral,0,0
3798.0,Just think how our planet will hole in side,spam,neutral,0,0
3799.0,we arent worthy of elon musk,spam,neutral,0,0
3800.0,https://soundcloud.com/amongjupiter,spam,neutral,0,0
3801.0,FAKE AND GAY,spam,negative,0,0
3802.0,imagine during a police chase the gettaway car just went into to one of these tunnels,spam,neutral,1061,17
3803.0,Hey let's take something that works great already except put it underground so it can be 100x more expensive.,spam,negative,0,0
3804.0,Yea but what he runs into the treasure buried under that church in Boston?,spam,neutral,0,0
3805.0,i dont trust anything that comes from elon musk after hyperloop failed,spam,negative,0,0
3806.0,"Wait, I thought the future was like Elysium, not THX-1138.",spam,neutral,0,0
3807.0,definitely no product placement intended,spam,neutral,1,0
3808.0,"why only cars, people will seat on that",spam,neutral,0,0
3809.0,I dig this. I had to grind for this view.,spam,neutral,0,0
3810.0,I could see this in the future,spam,negative,1,0
3812.0,"Ohh so only people with access to those ugly ass expensive transportation thingy can get places faster. 
If it was cheap everyone would have it and there'd be underground and street traffic jams. Interesting.",spam,neutral,0,0
3813.0,I'll take two!,spam,neutral,1,0
3814.0,"I'll take ""things that will never happen"" for 500, Alex",spam,neutral,1,0
3815.0,Someone watch iRobot for the first time. Fucking pleb.,spam,negative,0,0
3816.0,"I dont get it there would be such long lines just to enter the thing and then youd have to wait for the
 people getting lifted out like the entry and exit strategy for this makes no sense to me. You cant have every block or every other block be an entrance because then thered be no where to park so how would this work?",ham,neutral,0,0
3817.0,Well they got the honking spot on. That will never go away I don' think..,spam,negative,1,0
3818.0,"This is a great idea but it begs the question, how will this harm the earth?
 Burrowing further into the earth may have some consequence we haven't for seen yet.",spam,neutral,0,0
3819.0,Daddy Elon Musk,spam,neutral,0,0
3820.0,I'm just sitting here thinking of all the possible sink holes,spam,neutral,0,0
3821.0,"I bet the tax payers pay for it, but only rich people will be able to use it. Just like the HOV lanes in Seattle.",spam,negative,0,0
3822.0,i never knew our sewage systems were so vast,spam,neutral,0,0
3823.0,How can I get the soundtrack of this awesome video :D ?,spam,positive,0,0
3825.0,This is the opposite of The Jetsons. Where's my flying bubble car?,spam,neutral,0,0
3826.0,Lemme go head and invest in this now,spam,neutral,0,0
3827.0,A matter of time before we see Musk running for president. Hes got my vote.,spam,neutral,0,0
3828.0,"So subways exist, that is a thing. The big dig in Boston cost more money then they could handle and it didn't work.
 I don't think anything like this is possible, unless we get rid of subways and take them over. The difference there is a sub can move 100s of people at a time where a car moves a couple. If you really, really think about it, it's dumb.",spam,negative,0,0
3829.0,this boy is on some dank kush,spam,neutral,0,0
3830.0,https://soundcloud.com/user-340122705/fun-song-remix-prod-luke-moore,spam,neutral,0,0
3831.0,All fun and games until one car gets stuck and the whole system gets backed up.,ham,neutral,0,0
3832.0,"oh man how majestic, this man is just bringing all the industries into the 21st century, the innovator of our times",spam,neutral,0,0
3833.0,Why are they called boring?,spam,neutral,0,0
3834.0,Or we could just make highspeed trains like every other modern country.,spam,neutral,0,0
3835.0,1 Flaw Dumbasses would try to get out of their cars....,spam,neutral,0,0
3836.0,What if there is a earthquake,ham,neutral,0,0
3837.0,"This sounds really cool, but there are some complications I hope he's gonna release solutions to in the future.
 1) the already mentioned problem of covering those holes 2) the demand for these systems will be pretty high, so he needs to plan for having more than one car lined up in wait to go underground and 3) how emergency staff could get in in the event of a natural disaster that shakes the earth, such as an earthquake",ham,positive,0,0
3838.0,one earthquake and this concept wont exist ever,spam,negative,0,0
3839.0,And we were here first...Welcome to the future y'all,spam,neutral,0,0
3840.0,Good luck during an earthquake. Sub me I'm starting a vlog don't be a Jack. Thank you. Good night and good luck. 🍀,spam,neutral,1,0
3841.0,Elon musk 👊👍👍,spam,positive,0,0
3842.0,TESLA TESLA TESLA,spam,neutral,0,0
3843.0,that's  dope,spam,neutral,0,0
3844.0,"introducing, trains",spam,neutral,0,0
3845.0,"Why not make all of that on top? Bc it saves space? It will cost a lot more money to build it underground than to just replace
 current highways with those automatic car train tracks. It would just be noisy",spam,neutral,0,0
3846.0,VIP traffic control for Tesla owners.,spam,neutral,0,0
3847.0,They should at least put a warning sign or bar side of it so no get trip or car drop in a hole,ham,neutral,0,0
3848.0,Funded by El Chapo,spam,neutral,0,0
3849.0,not gonna have money for this after we build the wall,spam,neutral,0,0
3850.0,this is hell for claustrophobic people,ham,negative,0,0
3851.0,"Stupid idea, extremely impractical. No reason anyone would ever do this",spam,negative,0,0
3852.0,"There would still be traffic, everyone waiting in line to get on it",ham,neutral,0,0
3853.0,Ok now this is actually dumb,spam,negative,0,0
3855.0,lame as fuck,spam,negative,0,0
3856.0,Bro WTF he's a modern day albert einstein,spam,neutral,0,0
3857.0,not adapted for use or action; not sensible or realistic.,spam,neutral,0,0
3858.0,Cheaper to make a teleportation device.,spam,neutral,1,0
3859.0,Interesting idea.,spam,positive,1,0
3860.0,very impractical,spam,negative,1,0
3861.0,"Elon, please, there are so many things wrong with this idea. You need a form of public transit. Not this.",spam,negative,0,0
3862.0,yo people cant even use roundabouts,spam,neutral,1,0
3863.0,you just know that people are gonna climb on it,ham,neutral,0,0
3864.0,And then there's an earthquake,ham,neutral,0,0
3865.0,Hey guys if you sub to me I will sub to you comment done when your done,spam,neutral,0,0
3866.0,"Don't worry, a woman will find a way to crash the driverless car",spam,neutral,0,0
3867.0,take our NJ/NY infrastructure money before we waste it on another bridge :),spam,neutral,0,0
3868.0,2016-2017 Honda Civic at 0:59,spam,neutral,0,0
3869.0,What's the whole point of buying a car if that sort of technology existed?....,spam,neutral,0,0
3870.0,"Please realize that if these were actually built there would be ugly guard rails around those elevator shafts, so understand this is an incomplete visualization.
",spam,neutral,0,0
3871.0,"Brilliant idea solving our 2 dimensional traffic crisis into a 3 dimensional solution. My concern is earthquakes,
 they would have to move so much ground material, plus if you're anywhere near a fault line you are asking for a disaster.",ham,positive,0,0
3872.0,now that's futuristic!,spam,positive,0,0
3873.0,what did I just watched?,spam,neutral,0,0
3874.0,Boring Video Boring concept Boring company,spam,negative,0,0
3875.0,"tunnels, one of them just happens to get a girl pregnant",spam,neutral,1,0
3876.0,Very nice concept,spam,positive,0,0
3877.0,Whats the fun in that..,spam,neutral,0,0
3878.0,I love how super inefficient this is,spam,neutral,0,0
3879.0,hahahahahahh.... future rama tubes r more feasable then this crap... lets honeycomb the crust of the planet till we all fall.in,spam,neutral,0,0
3880.0,so cars driving cars?,spam,neutral,0,0
3881.0,Wait..Wait..wait... have we all forgot about the SOLAR ROADWAYS???!!!,spam,neutral,0,0
3882.0,lmfao if this would ever happen *Which it wont* you would risk the earth crumbling and destroying everything underground,spam,negative,0,1
3883.0,USA!!!!,spam,neutral,0,0
3884.0,Imagine an earthquake,spam,neutral,0,0
3885.0,I like the Idea and I have you needed Im sure you will not arrepentance!,spam,positive,0,0
3886.0,"Well, here come the BORING and digging puns.",spam,neutral,1,0
3887.0,Anyone else notice this song is in Four Kings Casino on Steam?,spam,neutral,0,0
3888.0,"if there's a person who can do this, items Elon Musk",spam,neutral,0,0
3889.0,OR you could build more subways and highspeed rail...,spam,neutral,0,0
3890.0,"You know who else wanted a big giant underground highway for his city?

...Adolf Hitler",spam,neutral,0,0
3891.0,"Please leave the planets crust alone, This will create enviomental problems and crazy pollution",spam,negative,0,0
3893.0,This is...boring,spam,negative,0,0
3894.0,This is boring tho,spam,negative,0,0
3895.0,Lol Elon musk been watching too much Irobot.,spam,neutral,1,0
3896.0,they got that tunnel vision,spam,neutral,0,0
3897.0,I swear I had this exact idea when I was high,spam,neutral,0,0
3898.0,we need this asap free my dad el chapo,spam,neutral,0,0
3899.0,Part of the joy of driving is seeing the view and enjoying sunlight.,ham,neutral,0,0
3900.0,Make this real.,spam,neutral,0,0
3901.0,"He did it. He got stuck in traffic and tweeted this as a joke but he did it. 
Congrats on making a company off a pun 10/10 would Bore people again",spam,neutral,0,0
3902.0,"Yeah, good luck building that in L.A.",spam,neutral,0,0
3904.0,Quick question: Where did you put the subways and the internet/power lines?,ham,neutral,0,0
